review_id,product_category,review_text,rating,review_date,verified_purchase,helpful_votes,sentiment,sentiment_score
R00038,Home & Garden,Poor quality! Not as described. Requesting refund.,2,2023-01-02 08:24:54.869486948,True,2,Negative,-0.6
R00039,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-02 09:17:28.784878487,True,4,Positive,0.7
R00040,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-02 10:10:02.700270027,True,5,Positive,0.7
R00041,Books,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-02 11:02:36.615661566,True,0,Negative,-0.7
R00042,Beauty,Fantastic quality and great value for money. Love it!,4,2023-01-02 11:55:10.531053105,False,2,Positive,0.8
R00043,Beauty,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-02 12:47:44.446444644,True,0,Negative,-0.7
R00044,Clothing,Decent product. Meets basic expectations.,3,2023-01-02 13:40:18.361836183,True,0,Neutral,0.0
R00045,Sports,Okay product. Nothing special but does the job.,3,2023-01-02 14:32:52.277227722,True,8,Neutral,0.0
R00046,Sports,It's fine. Not great but not terrible either.,3,2023-01-02 15:25:26.192619261,True,3,Neutral,0.0
R00047,Clothing,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-02 16:18:00.108010801,True,1,Positive,0.7
R00048,Beauty,Average quality. Could be better for the price.,3,2023-01-02 17:10:34.023402340,False,1,Positive,0.6
R00049,Home & Garden,Terrible! Cheap materials and poor construction.,2,2023-01-02 18:03:07.938793879,True,6,Negative,-0.8
R00050,Sports,Fantastic quality and great value for money. Love it!,4,2023-01-02 18:55:41.854185418,True,2,Positive,0.8
R00051,Books,Terrible product! Poor quality and waste of money.,1,2023-01-02 19:48:15.769576957,True,2,Negative,-0.8
R00052,Home & Garden,Outstanding product! Exceeded my expectations completely.,5,2023-01-02 20:40:49.684968496,True,3,Positive,0.6
R00053,Electronics,Horrible experience! Product defective and customer service unhelpful.,2,2023-01-02 21:33:23.600360036,True,4,Negative,-0.7
R00054,Home & Garden,Poor quality! Not as described. Requesting refund.,1,2023-01-02 22:25:57.515751575,True,5,Negative,-0.6
R00055,Sports,Average quality. Could be better for the price.,3,2023-01-02 23:18:31.431143114,True,4,Positive,0.6
R00056,Home & Garden,Okay. Works as expected but nothing extraordinary.,3,2023-01-03 00:11:05.346534653,True,4,Neutral,0.0
R00057,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-03 01:03:39.261926192,True,1,Positive,0.7
R00058,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-03 01:56:13.177317731,True,4,Positive,0.9
R00059,Sports,Decent product. Meets basic expectations.,3,2023-01-03 02:48:47.092709270,False,0,Neutral,0.0
R00060,Books,Okay. Works as expected but nothing extraordinary.,3,2023-01-03 03:41:21.008100810,False,2,Neutral,0.0
R00061,Electronics,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-03 04:33:54.923492349,True,2,Positive,0.9
R00062,Sports,Outstanding product! Exceeded my expectations completely.,4,2023-01-03 05:26:28.838883888,True,2,Positive,0.6
R00063,Home & Garden,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-03 06:19:02.754275427,False,5,Negative,-0.7
R00064,Beauty,Okay. Works as expected but nothing extraordinary.,3,2023-01-03 07:11:36.669666966,False,5,Neutral,0.0
R00065,Clothing,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-03 08:04:10.585058505,False,2,Positive,0.9
R00066,Electronics,It's fine. Not great but not terrible either.,3,2023-01-03 08:56:44.500450045,False,3,Neutral,0.0
R00067,Sports,Okay product. Nothing special but does the job.,3,2023-01-03 09:49:18.415841584,False,6,Neutral,0.0
R00068,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-03 10:41:52.331233123,True,3,Positive,0.7
R00069,Books,Awful! Broke after one day. Very disappointed.,1,2023-01-03 11:34:26.246624662,True,5,Negative,-0.7
R00070,Clothing,Fantastic quality and great value for money. Love it!,5,2023-01-03 12:27:00.162016201,False,6,Positive,0.8
R00071,Beauty,Okay product. Nothing special but does the job.,3,2023-01-03 13:19:34.077407740,True,5,Neutral,0.0
R00072,Home & Garden,Okay product. Nothing special but does the job.,3,2023-01-03 14:12:07.992799279,True,0,Neutral,0.0
R00073,Books,Awful! Broke after one day. Very disappointed.,1,2023-01-03 15:04:41.908190819,True,3,Negative,-0.7
R00074,Electronics,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-03 15:57:15.823582358,False,3,Negative,-0.7
R00075,Clothing,Fantastic quality and great value for money. Love it!,5,2023-01-03 16:49:49.738973897,True,1,Positive,0.8
R00076,Electronics,Awful! Broke after one day. Very disappointed.,2,2023-01-03 17:42:23.654365436,True,1,Negative,-0.7
R00077,Beauty,Okay product. Nothing special but does the job.,3,2023-01-03 18:34:57.569756975,True,2,Neutral,0.0
R00078,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-01-03 19:27:31.485148514,True,2,Positive,0.9
R00079,Beauty,Awful! Broke after one day. Very disappointed.,2,2023-01-03 20:20:05.400540054,True,4,Negative,-0.7
R00080,Books,It's fine. Not great but not terrible either.,3,2023-01-03 21:12:39.315931593,True,2,Neutral,0.0
R00081,Electronics,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-01-03 22:05:13.231323132,False,4,Positive,0.7
R00082,Electronics,Awful! Broke after one day. Very disappointed.,1,2023-01-03 22:57:47.146714671,True,4,Negative,-0.7
R00083,Sports,Terrible! Cheap materials and poor construction.,2,2023-01-03 23:50:21.062106210,True,1,Negative,-0.8
R00084,Beauty,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-04 00:42:54.977497749,True,2,Positive,0.7
R00085,Beauty,Horrible experience! Product defective and customer service unhelpful.,2,2023-01-04 01:35:28.892889288,True,4,Negative,-0.7
R00086,Books,Terrible product! Poor quality and waste of money.,2,2023-01-04 02:28:02.808280828,True,2,Negative,-0.8
R00087,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-04 03:20:36.723672367,True,2,Positive,0.7
R00088,Sports,Poor quality! Not as described. Requesting refund.,2,2023-01-04 04:13:10.639063906,True,1,Negative,-0.6
R00089,Sports,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-01-04 05:05:44.554455445,True,1,Positive,0.7
R00090,Beauty,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-04 05:58:18.469846984,True,4,Positive,0.9
R00091,Clothing,Okay product. Nothing special but does the job.,3,2023-01-04 06:50:52.385238523,True,1,Neutral,0.0
R00092,Electronics,Terrible! Cheap materials and poor construction.,1,2023-01-04 07:43:26.300630063,True,3,Negative,-0.8
R00093,Clothing,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-04 08:36:00.216021602,True,4,Negative,-0.7
R00094,Electronics,Okay product. Nothing special but does the job.,3,2023-01-04 09:28:34.131413141,True,2,Neutral,0.0
R00095,Books,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-04 10:21:08.046804680,True,1,Positive,0.7
R00096,Electronics,Okay. Works as expected but nothing extraordinary.,3,2023-01-04 11:13:41.962196219,True,3,Neutral,0.0
R00097,Beauty,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-01-04 12:06:15.877587758,True,2,Positive,0.9
R00098,Home & Garden,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-04 12:58:49.792979297,True,2,Negative,-0.7
R00099,Books,Average quality. Could be better for the price.,3,2023-01-04 13:51:23.708370837,True,3,Positive,0.6
R00100,Beauty,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-01-04 14:43:57.623762376,True,3,Positive,0.7
R00101,Home & Garden,Terrible product! Poor quality and waste of money.,1,2023-01-04 15:36:31.539153915,True,3,Negative,-0.8
R00102,Clothing,Terrible product! Poor quality and waste of money.,1,2023-01-04 16:29:05.454545454,True,1,Negative,-0.8
R00103,Electronics,It's fine. Not great but not terrible either.,3,2023-01-04 17:21:39.369936993,True,5,Neutral,0.0
R00104,Sports,Terrible! Cheap materials and poor construction.,1,2023-01-04 18:14:13.285328532,True,1,Negative,-0.8
R00105,Books,Outstanding product! Exceeded my expectations completely.,5,2023-01-04 19:06:47.200720072,False,4,Positive,0.6
R00106,Home & Garden,Okay product. Nothing special but does the job.,3,2023-01-04 19:59:21.116111611,True,4,Neutral,0.0
R00107,Electronics,Terrible product! Poor quality and waste of money.,2,2023-01-04 20:51:55.031503150,True,3,Negative,-0.8
R00108,Books,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-04 21:44:28.946894689,True,5,Positive,0.7
R00109,Clothing,Average quality. Could be better for the price.,3,2023-01-04 22:37:02.862286228,True,3,Positive,0.6
R00110,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-04 23:29:36.777677767,False,7,Positive,0.7
R00111,Electronics,Fantastic quality and great value for money. Love it!,5,2023-01-05 00:22:10.693069306,True,2,Positive,0.8
R00112,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-05 01:14:44.608460846,True,3,Positive,0.7
R00113,Sports,Fantastic quality and great value for money. Love it!,4,2023-01-05 02:07:18.523852385,False,6,Positive,0.8
R00114,Beauty,Outstanding product! Exceeded my expectations completely.,5,2023-01-05 02:59:52.439243924,True,5,Positive,0.6
R00115,Electronics,Poor quality! Not as described. Requesting refund.,2,2023-01-05 03:52:26.354635463,True,4,Negative,-0.6
R00116,Sports,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-05 04:45:00.270027002,True,1,Negative,-0.7
R00117,Clothing,Okay. Works as expected but nothing extraordinary.,3,2023-01-05 05:37:34.185418541,True,4,Neutral,0.0
R00118,Beauty,Fantastic quality and great value for money. Love it!,4,2023-01-05 06:30:08.100810081,True,3,Positive,0.8
R00119,Home & Garden,Okay. Works as expected but nothing extraordinary.,3,2023-01-05 07:22:42.016201620,True,3,Neutral,0.0
R00120,Sports,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-05 08:15:15.931593159,False,7,Positive,0.7
R00121,Home & Garden,Awful! Broke after one day. Very disappointed.,1,2023-01-05 09:07:49.846984698,True,5,Negative,-0.7
R00122,Sports,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-05 10:00:23.762376237,True,4,Positive,0.9
R00123,Sports,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-05 10:52:57.677767776,True,4,Positive,0.7
R00124,Sports,Poor quality! Not as described. Requesting refund.,2,2023-01-05 11:45:31.593159315,True,6,Negative,-0.6
R00125,Electronics,Awful! Broke after one day. Very disappointed.,1,2023-01-05 12:38:05.508550855,True,2,Negative,-0.7
R00126,Clothing,Terrible product! Poor quality and waste of money.,1,2023-01-05 13:30:39.423942394,True,2,Negative,-0.8
R00127,Electronics,Poor quality! Not as described. Requesting refund.,2,2023-01-05 14:23:13.339333933,True,4,Negative,-0.6
R00128,Electronics,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-05 15:15:47.254725472,True,5,Negative,-0.7
R00129,Sports,Awful! Broke after one day. Very disappointed.,1,2023-01-05 16:08:21.170117011,True,6,Negative,-0.7
R00130,Clothing,Horrible experience! Product defective and customer service unhelpful.,2,2023-01-05 17:00:55.085508550,True,3,Negative,-0.7
R00131,Beauty,Awful! Broke after one day. Very disappointed.,1,2023-01-05 17:53:29.000900090,True,2,Negative,-0.7
R00132,Home & Garden,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-05 18:46:02.916291629,False,8,Positive,0.9
R00133,Beauty,Outstanding product! Exceeded my expectations completely.,5,2023-01-05 19:38:36.831683168,True,2,Positive,0.6
R00134,Beauty,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-05 20:31:10.747074707,False,3,Positive,0.9
R00135,Clothing,Poor quality! Not as described. Requesting refund.,1,2023-01-05 21:23:44.662466246,True,5,Negative,-0.6
R00136,Clothing,Okay. Works as expected but nothing extraordinary.,3,2023-01-05 22:16:18.577857785,True,3,Neutral,0.0
R00137,Electronics,Average quality. Could be better for the price.,3,2023-01-05 23:08:52.493249324,True,3,Positive,0.6
R00138,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-06 00:01:26.408640864,True,4,Positive,0.7
R00139,Books,Okay. Works as expected but nothing extraordinary.,3,2023-01-06 00:54:00.324032403,False,3,Neutral,0.0
R00140,Home & Garden,It's fine. Not great but not terrible either.,3,2023-01-06 01:46:34.239423942,False,7,Neutral,0.0
R00141,Electronics,Average quality. Could be better for the price.,3,2023-01-06 02:39:08.154815481,True,2,Positive,0.6
R00142,Home & Garden,Average quality. Could be better for the price.,3,2023-01-06 03:31:42.070207020,True,2,Positive,0.6
R00143,Electronics,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-06 04:24:15.985598559,True,1,Positive,0.7
R00144,Beauty,It's fine. Not great but not terrible either.,3,2023-01-06 05:16:49.900990099,True,3,Neutral,0.0
R00145,Home & Garden,Decent product. Meets basic expectations.,3,2023-01-06 06:09:23.816381638,True,1,Neutral,0.0
R00146,Clothing,Okay product. Nothing special but does the job.,3,2023-01-06 07:01:57.731773177,True,1,Neutral,0.0
R00147,Home & Garden,Okay. Works as expected but nothing extraordinary.,3,2023-01-06 07:54:31.647164716,True,2,Neutral,0.0
R00148,Clothing,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-06 08:47:05.562556255,True,2,Positive,0.7
R00149,Sports,Okay. Works as expected but nothing extraordinary.,3,2023-01-06 09:39:39.477947794,True,3,Neutral,0.0
R00150,Home & Garden,Decent product. Meets basic expectations.,3,2023-01-06 10:32:13.393339333,True,6,Neutral,0.0
R00151,Sports,Average quality. Could be better for the price.,3,2023-01-06 11:24:47.308730873,True,5,Positive,0.6
R00152,Books,Fantastic quality and great value for money. Love it!,5,2023-01-06 12:17:21.224122412,False,3,Positive,0.8
R00153,Home & Garden,It's fine. Not great but not terrible either.,3,2023-01-06 13:09:55.139513951,True,2,Neutral,0.0
R00154,Electronics,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-06 14:02:29.054905490,True,5,Negative,-0.7
R00155,Beauty,Awful! Broke after one day. Very disappointed.,1,2023-01-06 14:55:02.970297029,True,3,Negative,-0.7
R00156,Electronics,Terrible product! Poor quality and waste of money.,1,2023-01-06 15:47:36.885688568,True,0,Negative,-0.8
R00157,Clothing,Horrible experience! Product defective and customer service unhelpful.,2,2023-01-06 16:40:10.801080108,True,2,Negative,-0.7
R00158,Sports,Okay product. Nothing special but does the job.,3,2023-01-06 17:32:44.716471647,True,2,Neutral,0.0
R00159,Clothing,Awful! Broke after one day. Very disappointed.,2,2023-01-06 18:25:18.631863186,True,2,Negative,-0.7
R00160,Electronics,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-01-06 19:17:52.547254725,True,5,Positive,0.9
R00161,Beauty,Decent product. Meets basic expectations.,3,2023-01-06 20:10:26.462646264,False,4,Neutral,0.0
R00162,Sports,Outstanding product! Exceeded my expectations completely.,4,2023-01-06 21:03:00.378037803,True,4,Positive,0.6
R00163,Clothing,Outstanding product! Exceeded my expectations completely.,5,2023-01-06 21:55:34.293429342,True,3,Positive,0.6
R00164,Electronics,Terrible! Cheap materials and poor construction.,1,2023-01-06 22:48:08.208820882,False,4,Negative,-0.8
R00165,Home & Garden,Decent product. Meets basic expectations.,3,2023-01-06 23:40:42.124212421,True,7,Neutral,0.0
R00166,Sports,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-07 00:33:16.039603960,True,3,Positive,0.7
R00167,Home & Garden,Average quality. Could be better for the price.,3,2023-01-07 01:25:49.954995499,True,2,Positive,0.6
R00168,Beauty,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-07 02:18:23.870387038,True,2,Negative,-0.7
R00169,Books,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-07 03:10:57.785778577,True,2,Positive,0.9
R00170,Clothing,It's fine. Not great but not terrible either.,3,2023-01-07 04:03:31.701170117,True,2,Neutral,0.0
R00171,Sports,Okay product. Nothing special but does the job.,3,2023-01-07 04:56:05.616561656,True,3,Neutral,0.0
R00172,Home & Garden,Fantastic quality and great value for money. Love it!,5,2023-01-07 05:48:39.531953195,True,5,Positive,0.8
R00173,Sports,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-07 06:41:13.447344734,False,0,Positive,0.7
R00174,Sports,Fantastic quality and great value for money. Love it!,5,2023-01-07 07:33:47.362736273,True,5,Positive,0.8
R00175,Books,Fantastic quality and great value for money. Love it!,5,2023-01-07 08:26:21.278127812,True,2,Positive,0.8
R00176,Clothing,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-07 09:18:55.193519351,True,2,Positive,0.7
R00177,Electronics,Average quality. Could be better for the price.,3,2023-01-07 10:11:29.108910891,False,6,Positive,0.6
R00178,Electronics,Decent product. Meets basic expectations.,3,2023-01-07 11:04:03.024302430,True,5,Neutral,0.0
R00179,Electronics,Terrible product! Poor quality and waste of money.,2,2023-01-07 11:56:36.939693969,False,5,Negative,-0.8
R00180,Electronics,Awful! Broke after one day. Very disappointed.,2,2023-01-07 12:49:10.855085508,True,4,Negative,-0.7
R00181,Sports,Awful! Broke after one day. Very disappointed.,1,2023-01-07 13:41:44.770477047,True,4,Negative,-0.7
R00182,Electronics,Awful! Broke after one day. Very disappointed.,2,2023-01-07 14:34:18.685868586,True,3,Negative,-0.7
R00183,Sports,Outstanding product! Exceeded my expectations completely.,4,2023-01-07 15:26:52.601260126,True,5,Positive,0.6
R00184,Sports,It's fine. Not great but not terrible either.,3,2023-01-07 16:19:26.516651665,False,2,Neutral,0.0
R00185,Clothing,It's fine. Not great but not terrible either.,3,2023-01-07 17:12:00.432043204,True,6,Neutral,0.0
R00186,Electronics,Average quality. Could be better for the price.,3,2023-01-07 18:04:34.347434743,False,3,Positive,0.6
R00187,Clothing,Okay product. Nothing special but does the job.,3,2023-01-07 18:57:08.262826282,True,2,Neutral,0.0
R00188,Sports,Decent product. Meets basic expectations.,3,2023-01-07 19:49:42.178217821,True,5,Neutral,0.0
R00189,Clothing,Awful! Broke after one day. Very disappointed.,1,2023-01-07 20:42:16.093609360,False,3,Negative,-0.7
R00190,Clothing,Decent product. Meets basic expectations.,3,2023-01-07 21:34:50.009000900,False,2,Neutral,0.0
R00191,Clothing,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-07 22:27:23.924392439,True,2,Positive,0.9
R00192,Beauty,Perfect! Exactly what I was looking for. Great customer service too.,4,2023-01-07 23:19:57.839783978,True,1,Positive,0.7
R00193,Clothing,Fantastic quality and great value for money. Love it!,5,2023-01-08 00:12:31.755175517,True,4,Positive,0.8
R00194,Sports,Average quality. Could be better for the price.,3,2023-01-08 01:05:05.670567056,True,2,Positive,0.6
R00195,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-08 01:57:39.585958595,True,2,Positive,0.7
R00196,Home & Garden,Awful! Broke after one day. Very disappointed.,2,2023-01-08 02:50:13.501350135,True,6,Negative,-0.7
R00197,Sports,Outstanding product! Exceeded my expectations completely.,4,2023-01-08 03:42:47.416741674,True,3,Positive,0.6
R00198,Home & Garden,Horrible experience! Product defective and customer service unhelpful.,1,2023-01-08 04:35:21.332133213,False,2,Negative,-0.7
R00199,Home & Garden,Okay. Works as expected but nothing extraordinary.,3,2023-01-08 05:27:55.247524752,False,4,Neutral,0.0
R00200,Sports,Okay product. Nothing special but does the job.,3,2023-01-08 06:20:29.162916291,False,2,Neutral,0.0
R00201,Electronics,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-01-08 07:13:03.078307830,True,4,Positive,0.7
R00202,Beauty,Poor quality! Not as described. Requesting refund.,2,2023-01-08 08:05:36.993699369,True,3,Negative,-0.6
R00203,Beauty,Awful! Broke after one day. Very disappointed.,2,2023-01-08 08:58:10.909090909,True,3,Negative,-0.7
R00204,Home & Garden,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-08 09:50:44.824482448,True,4,Positive,0.7
R00205,Books,Fantastic quality and great value for money. Love it!,5,2023-01-08 10:43:18.739873987,True,2,Positive,0.8
R00206,Sports,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-01-08 11:35:52.655265526,True,4,Positive,0.9
R00207,Clothing,Fantastic quality and great value for money. Love it!,4,2023-01-08 12:28:26.570657065,True,1,Positive,0.8
R00208,Electronics,Average quality. Could be better for the price.,3,2023-01-08 13:21:00.486048604,True,2,Positive,0.6
R00209,Electronics,It's fine. Not great but not terrible either.,3,2023-01-08 14:13:34.401440144,True,1,Neutral,0.0
R00210,Home & Garden,Outstanding product! Exceeded my expectations completely.,5,2023-01-08 15:06:08.316831683,False,5,Positive,0.6
R00211,Sports,Outstanding product! Exceeded my expectations completely.,5,2023-01-08 15:58:42.232223222,True,2,Positive,0.6
R00212,Clothing,Fantastic quality and great value for money. Love it!,4,2023-01-08 16:51:16.147614761,True,4,Positive,0.8
R00213,Clothing,Terrible! Cheap materials and poor construction.,1,2023-01-08 17:43:50.063006300,True,1,Negative,-0.8
R00214,Home & Garden,Great product! Highly recommend it. Excellent quality and fast shipping.,4,2023-01-08 18:36:23.978397839,True,2,Positive,0.9
R00215,Home & Garden,Amazing quality! Worth every penny. Will definitely buy again.,5,2023-01-08 19:28:57.893789378,True,5,Positive,0.7
R00216,Clothing,Great product! Highly recommend it. Excellent quality and fast shipping.,5,2023-01-08 20:21:31.809180918,True,2,Positive,0.9
R00217,Home & Garden,Okay. Works as expected but nothing extraordinary.,3,2023-01-08 21:14:05.724572457,True,4,Neutral,0.0
R00218,Home & Garden,Poor quality! Not as described. Requesting refund.,1,2023-01-08 22:06:39.639963996,True,1,Negative,-0.6
R00219,Books,Perfect! Exactly what I was looking for. Great customer service too.,5,2023-01-08 22:59:13.555355535,True,0,Positive,0.7
R00220,Clothing,Okay. Works as expected but nothing extraordinary.,3,2023-01-08 23:51:47.470747074,True,7,Neutral,0.0
R00221,Home & Garden,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-09 00:44:21.386138613,False,4,Positive,0.7
R00222,Electronics,Outstanding product! Exceeded my expectations completely.,5,2023-01-09 01:36:55.301530153,False,3,Positive,0.6
R00223,Sports,Awful! Broke after one day. Very disappointed.,2,2023-01-09 02:29:29.216921692,False,3,Negative,-0.7
R00224,Electronics,Amazing quality! Worth every penny. Will definitely buy again.,4,2023-01-09 03:22:03.132313231,True,2,Positive,0.7
R00225,Books,Outstanding product! Exceeded my expectations completely.,4,2023-01-09 04:14:37.047704770,False,6,Positive,0.6
R00226,Beauty,Okay. Works as expected but nothing extraordinary.,3,2023-01-09 05:07:10.963096309,False,4,Neutral,0.0
R00227,Sports,Decent product. Meets basic expectations.,3,2023-01-09 05:59:44.878487848,True,2,Neutral,0.0
R00228,Home & Garden,It's fine. Not great but not terrible either.,3,2023-01-09 06:52:18.793879387,True,3,Neutral,0.0
R00229,Home & Garden,Terrible! Cheap materials and poor construction.,1,2023-01-09 07:44:52.709270927,True,3,Negative,-0.8
R00230,Home & Garden,Fantastic quality and great value for money. Love it!,5,2023-01-09 08:37:26.624662466,True,3,Positive,0.8
R00231,Books,It's fine. Not great but not terrible either.,3,2023-01-09 09:30:00.540054005,True,6,Neutral,0.0
